CodeSite_SamplingOperations,Longitude_Lambert93,Latitude_Lambert93,Watershed,CodeDepartement,HERlvl1Code,HERlvl1Name,HERlvl2Code,HERlvl2Name,Altitude,Streamsize
S06003770,919679.0,6718926.0,Rhône-Méditerranée,70,15,PLAINE SAONE,81,Plaine de Bourgogne,217.0,TP
S06004000,902546.0,6719223.0,Rhône-Méditerranée,70,15,PLAINE SAONE,81,Plaine de Bourgogne,195.0,M
S06008000,960839.0,6730350.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,98,Collines sous-Vosgiennes,278.0,TP
S06458450,996946.0,6732003.0,Rhône-Méditerranée,90,18,ALSACE,73,Collines du Sundgau,342.0,TP
S06005640,874324.0,6738071.0,Rhône-Méditerranée,52,10,COTES CALCAIRES EST,98,Collines sous-Vosgiennes,285.0,TP
S06426000,939760.0,6706561.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,75,Collines de Haute-Saone,231.0,G
S06435450,941823.0,6708820.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,75,Collines de Haute-Saone,233.0,TP
S06438900,912103.0,6691050.0,Rhône-Méditerranée,25,10,COTES CALCAIRES EST,75,Collines de Haute-Saone,206.0,TP
S06439460,907393.0,6688527.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,75,Collines de Haute-Saone,200.0,G
S06018500,976287.0,6667176.0,Rhône-Méditerranée,25,5,JURA-PREALPES DU NORD,3,Jura nord,752.0,M
S06084000,913177.0,6630559.0,Rhône-Méditerranée,39,5,JURA-PREALPES DU NORD,2,Jura premier plateau,471.0,M
S06085500,908391.0,6588793.0,Rhône-Méditerranée,39,5,JURA-PREALPES DU NORD,5,Jura sud,329.0,M
S06007000,959487.0,6729392.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,98,Collines sous-Vosgiennes,273.0,M
S06001250,914955.0,6754351.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,98,Collines sous-Vosgiennes,219.0,M
S03214240,562993.38,6960831.18,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,83.0,P
S03217400,518230.0,6963454.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,36.0,P
S03095190,869727.51,6820871.07,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,300.0,P
S03095825,863533.92,6838241.52,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,228.0,P
S03098850,883194.76,6829654.61,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,283.0,P
S03099205,877214.81,6835876.8,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,257.0,P
S04104350,447440.21,6712350.05,Loire-Bretagne,49,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04591001,460874.0,6704406.0,Loire-Bretagne,49,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S06098000,838861.0,6499536.0,Rhône-Méditerranée,69,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,153.0,TG
S06149500,852546.0,6437356.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,130.0,TG
S03194620,553690.0,6849448.0,Seine-Normandie,28,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,144.0,M
S03197000,535504.0,6853966.0,Seine-Normandie,27,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,189.0,P
S06142620,944276.0,6423574.0,Rhône-Méditerranée,38,2,ALPES INTERNES,12,Massif de l'Oisans,1259.0,P
S04146100,357704.4,6685004.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,
S06153825,933666.0,6361387.0,Rhône-Méditerranée,04,7,PREALPES DU SUD,15,Gapencais Embrunais,525.0,TP
S06413240,936504.0,6737517.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,98,Collines sous-Vosgiennes,246.0,TP
S06153070,947846.0,6389095.0,Rhône-Méditerranée,05,7,PREALPES DU SUD,15,Gapencais Embrunais,840.0,TP
S06154000,945052.0,6380368.0,Rhône-Méditerranée,05,7,PREALPES DU SUD,15,Gapencais Embrunais,612.0,TP
S06150820,646609.0,6231947.0,Rhône-Méditerranée,11,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,120.0,TP
S06580890,853982.0,6441835.0,Rhône-Méditerranée,26,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,145.0,M
S03040250,815834.0,6716049.0,Seine-Normandie,21,10,COTES CALCAIRES EST,51,Bazois Auxois,258.0,TP
S06011760,855006.0,6726235.0,Rhône-Méditerranée,21,10,COTES CALCAIRES EST,99,Cotes de Bourgogne,303.0,P
S03063000,657007.0,6846663.0,Seine-Normandie,94,9,TABLES CALCAIRES,36,BP-Ile de France,33.0,TP
S04145000,365501.1,6678812.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S03002100,812548.0,6761351.0,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,192.0,M
S03006354,834255.86,6737540.03,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,339.0,TP
S03006590,820426.0,6767715.0,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,199.0,M
S05021500,532035.0,6515470.0,Adour-Garonne,87,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,268.0,TP
S04524002,479981.8,6619601.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S06116625,895200.0,6378021.0,Rhône-Méditerranée,26,7,PREALPES DU SUD,14,Prealpes dromoises Baronnies,633.0,TP
S04072950,610462.07,6627845.17,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S02057520,933178.0,6828711.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,232.0,G
S04023350,750651.5,6656450.0,Loire-Bretagne,58,10,COTES CALCAIRES EST,51,Bazois Auxois,0.0,P
S03037480,782633.99,6751177.05,Seine-Normandie,89,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,162.0,TP
S04115750,542519.3,6807086.0,Loire-Bretagne,28,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S05059000,558011.0,6413480.0,Adour-Garonne,24,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),80.0,M
S04023700,743863.2,6639220.0,Loire-Bretagne,58,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,G
S04025040,718939.0,6681860.0,Loire-Bretagne,58,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,0.0,TP
S04465003,593826.4,6654776.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03156580,848189.0,6905042.0,Seine-Normandie,55,9,TABLES CALCAIRES,40,Champagne humide,162.0,M
S04067700,626435.5,6673980.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04068420,644269.12,6718471.33,Loire-Bretagne,18,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04046590,691742.6,6684138.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04050000,634434.8,6752517.0,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TG
S04051900,583143.0,6729794.0,Loire-Bretagne,41,9,TABLES CALCAIRES,38,TC-aureole cretace,0.0,TP
S04052750,600084.2,6729408.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,M
S04022000,764347.87,6604546.1,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S04050400,624483.8,6756411.0,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TP
S04060900,686601.5,6599122.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,G
S04061400,686421.2,6591218.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S04051600,615821.0,6742167.0,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04143500,383612.2,6653190.0,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04146600,358855.3,6713260.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,
S04097750,494582.02,6674059.55,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04465000,590723.0,6673198.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04021000,772135.1,6599530.0,Loire-Bretagne,71,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TG
S04044700,703451.0,6635020.0,Loire-Bretagne,58,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TG
S06106100,846030.0,6436757.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,119.0,TG
S06104000,842276.0,6455489.0,Rhône-Méditerranée,26,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,130.0,TG
S03024922,748165.63,6702021.95,Seine-Normandie,58,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,189.0,TP
S03177400,606265.32,6905540.54,Seine-Normandie,60,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,45.0,TP
S04143800,374972.12,6655748.96,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04096450,549308.38,6595176.83,Loire-Bretagne,86,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,0.0,TP
S04210900,355423.1,6777384.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,P
S03174000,571754.0,6913715.0,Seine-Normandie,27,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,10.0,TP
S06580080,836859.0,6520543.0,Rhône-Méditerranée,69,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,216.0,TP
S04016900,788576.2,6657540.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S04016980,782301.02,6650192.6,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,TP
S05148020,730844.0,6331050.0,Adour-Garonne,30,19,GRANDS CAUSSES,113,Grands Causses,558.0,TP
S02106500,889439.0,6777251.0,Rhin-Meuse,52,10,COTES CALCAIRES EST,25,Plateau lorrain,321.0,TP
S05061950,625077.0,6418760.0,Adour-Garonne,46,3,MASSIF CENTRAL SUD,93,MC versant occidental,552.0,TP
S04097705,500491.8,6656040.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S06045750,842662.0,6598973.0,Rhône-Méditerranée,71,10,COTES CALCAIRES EST,82,Cotes de Macon,195.0,TP
S03002315,819962.0,6726869.0,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,355.0,P
S03006271,839771.0,6738161.0,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,332.0,TP
S04082720,464907.07,6603724.79,Loire-Bretagne,79,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04107200,558752.22,6749341.54,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S03034720,784999.0,6707908.0,Seine-Normandie,21,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,240.0,P
S05120010,577773.0,6336660.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,90.0,P
S04016840,798604.4,6652570.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,M
S04165905,327721.24,6827558.74,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,G
S03028000,740057.0,6753146.0,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,86.0,G
S05130000,579392.0,6308810.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,89.0,G
S05141000,594866.0,6300540.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,96.0,G
S05085545,514619.0,6384680.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,96.0,TP
S05085600,524471.0,6386460.0,Adour-Garonne,47,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,85.0,TP
S06003945,905382.0,6726377.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,1,Plateau calcaire haute Saone,205.0,TP
S05119000,548030.0,6334310.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,61.0,G
S05136000,650057.0,6267090.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,228.0,TP
S05138900,672090.0,6263130.0,Adour-Garonne,81,8,CEVENNES,103,Montagne Noire Climat cevenol,414.0,P
S05127470,666670.0,6358580.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,560.0,TP
S03026000,739304.0,6712569.0,Seine-Normandie,58,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,139.0,M
S03033470,762407.0,6699119.0,Seine-Normandie,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,241.0,TP
S05134540,615787.0,6258950.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,226.0,
S06310200,882996.0,6655896.0,Rhône-Méditerranée,39,15,PLAINE SAONE,84,Bresse,189.0,P
S04073500,600095.0,6637980.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S05134600,630815.0,6277520.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,150.0,M
S04024300,733009.06,6631830.03,Loire-Bretagne,58,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S04020010,779121.5,6604260.0,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,G
S06700075,1054171.0,6328361.0,Rhône-Méditerranée,06,2,ALPES INTERNES,107,Alpes Internes du Sud,1042.0,TP
S06700260,1046077.0,6319680.0,Rhône-Méditerranée,06,7,PREALPES DU SUD,112,Collines calcaires de basse provence,574.0,TP
S05093300,633292.0,6386230.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,179.0,G
S06152700,954323.0,6378586.0,Rhône-Méditerranée,05,7,PREALPES DU SUD,15,Gapencais Embrunais,638.0,TG
S06580300,935513.0,6344687.0,Rhône-Méditerranée,04,7,PREALPES DU SUD,15,Gapencais Embrunais,463.0,TP
S05134550,622526.0,6259880.0,Adour-Garonne,11,3,MASSIF CENTRAL SUD,72,Montagne noire,367.0,
S05139220,641400.0,6281660.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,180.0,P
S05139230,645088.0,6282810.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,206.0,TP
S05139330,662494.0,6292710.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,481.0,TP
S04104500,438376.8,6709092.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S05150000,739575.0,6359470.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,498.0,M
S05145600,692167.0,6328790.0,Adour-Garonne,12,19,GRANDS CAUSSES,113,Grands Causses,350.0,
S05145900,699830.0,6332210.0,Adour-Garonne,12,19,GRANDS CAUSSES,113,Grands Causses,342.0,M
S05147000,706912.0,6333680.0,Adour-Garonne,12,19,GRANDS CAUSSES,113,Grands Causses,358.0,M
S05149700,718569.0,6353970.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,416.0,M
S05150600,745830.0,6362060.0,Adour-Garonne,48,8,CEVENNES,71,Cevennes,531.0,M
S06035330,865948.0,6641525.0,Rhône-Méditerranée,71,15,PLAINE SAONE,84,Bresse,185.0,TP
S05144300,682582.0,6330650.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,349.0,TP
S05144520,676449.0,6322480.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,258.0,M
S05145100,687034.0,6317350.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,300.0,TP
S05145200,687175.0,6316930.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,300.0,M
S05150900,765261.0,6365710.0,Adour-Garonne,48,8,CEVENNES,70,Haute Loire Cevenole,1356.0,P
S05151100,748862.0,6340260.0,Adour-Garonne,48,8,CEVENNES,71,Cevennes,899.0,P
S05121000,605530.0,6337400.0,Adour-Garonne,82,11,CAUSSES AQUITAINS,65,Causses du Quercy,120.0,M
S04090100,586373.87,6576501.89,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,M
S05211900,415773.0,6248630.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,147.0,P
S05214120,426333.0,6246940.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,186.0,TP
S05198770,339741.0,6264170.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,8.0,TP
S05200190,347255.0,6272650.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,10.0,TP
S05201400,368261.0,6280190.0,Adour-Garonne,40,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,5.0,G
S05209000,390657.0,6273170.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,45.0,M
S05210000,401719.0,6268290.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,70.0,M
S05238450,320146.0,6263390.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,6.0,TP
S05201055,373429.0,6256980.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,54.0,P
S05201060,373633.0,6250490.0,Adour-Garonne,64,1,PYRENEES,69,Bordure Pyr?n?enne atlantique,74.0,TP
S05125500,661828.0,6340290.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,518.0,P
S05133280,650283.0,6305480.0,Adour-Garonne,81,3,MASSIF CENTRAL SUD,93,MC versant occidental,382.0,TP
S06820164,928992.0,6408383.0,Rhône-Méditerranée,05,7,PREALPES DU SUD,13,Devoluy Vercors sud,1036.0,TP
S06153650,952624.0,6364994.0,Rhône-Méditerranée,04,7,PREALPES DU SUD,106,Prealpes Digne Haute vallee du var,879.0,P
S06123500,850049.0,6325594.0,Rhône-Méditerranée,84,6,MEDITERRANEEN,105,Plaine mediterraneenne,23.0,G
S05125100,635644.0,6348540.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,480.0,TP
S05125870,695743.0,6351210.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,853.0,TP
S04160340,410975.07,6594385.93,Loire-Bretagne,85,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S03189395,596914.0,6832311.0,Seine-Normandie,28,9,TABLES CALCAIRES,38,TC-aureole cretace,105.0,P
S05191100,373631.0,6401570.0,Adour-Garonne,33,13,LANDES,21,Landes,3.0,
S04134700,408885.1,6706272.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,TG
S06004995,894700.0,6709667.0,Rhône-Méditerranée,70,15,PLAINE SAONE,81,Plaine de Bourgogne,190.0,TP
S04052520,595440.7,6716151.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S06015600,844873.0,6703943.0,Rhône-Méditerranée,21,10,COTES CALCAIRES EST,99,Cotes de Bourgogne,342.0,TP
S05099980,714518.0,6370850.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,514.0,M
S04190720,238937.79,6819761.93,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,M
S06710089,849146.0,6318630.0,Rhône-Méditerranée,84,6,MEDITERRANEEN,105,Plaine mediterraneenne,24.0,
S06161400,937806.0,6301423.0,Rhône-Méditerranée,04,6,MEDITERRANEEN,56,Collines de Basse Provence,357.0,TP
S06580863,901214.0,6470369.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,186.0,TP
S06450600,967513.0,6659659.0,Rhône-Méditerranée,25,5,JURA-PREALPES DU NORD,3,Jura nord,908.0,TP
S06464775,896489.0,6664419.0,Rhône-Méditerranée,39,15,PLAINE SAONE,4,Foret de Chaux,215.0,TP
S06004750,914660.0,6705915.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,75,Collines de Haute-Saone,213.0,P
S06440370,932419.0,6703079.0,Rhône-Méditerranée,70,10,COTES CALCAIRES EST,75,Collines de Haute-Saone,225.0,TP
S03029530,717644.0,6757474.0,Seine-Normandie,89,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,135.0,P
S03033030,782832.0,6675875.0,Seine-Normandie,58,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,588.0,TP
S06006790,877747.0,6694468.0,Rhône-Méditerranée,21,15,PLAINE SAONE,81,Plaine de Bourgogne,188.0,TP
S06018200,957368.0,6655098.0,Rhône-Méditerranée,25,5,JURA-PREALPES DU NORD,3,Jura nord,795.0,M
S06580150,898232.0,6515695.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,120,Bugey,208.0,TG
S05015060,472786.0,6509330.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,26.0,TP
S06710039,882069.0,6348202.0,Rhône-Méditerranée,84,7,PREALPES DU SUD,14,Prealpes dromoises Baronnies,400.0,P
S05120093,612113.0,6321210.0,Adour-Garonne,81,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,191.0,TP
S05175010,560138.0,6256930.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,186.0,TP
S06710040,946543.0,6229144.0,Rhône-Méditerranée,83,6,MEDITERRANEEN,108,Maures Esterel,24.0,TP
S06101145,881542.0,6474899.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,372.0,TP
S06209965,1028100.0,6288541.0,Rhône-Méditerranée,06,6,MEDITERRANEEN,112,Collines calcaires de basse provence,90.0,TP
S06070750,929857.0,6532321.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,76,Piedmont Alpes Jura,330.0,TP
S06118270,849660.0,6360223.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,116.0,TP
S06113270,840727.0,6369902.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,78.0,P
S04068200,598436.9,6685304.0,Loire-Bretagne,41,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S06579000,868164.0,6406851.0,Rhône-Méditerranée,26,7,PREALPES DU SUD,14,Prealpes dromoises Baronnies,258.0,P
S04096738,552088.7,6638358.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S06147650,898528.0,6445986.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,11,Vercors nord,932.0,P
S06580362,891845.0,6436498.0,Rhône-Méditerranée,26,5,JURA-PREALPES DU NORD,11,Vercors nord,682.0,P
S06147655,882876.0,6450767.0,Rhône-Méditerranée,38,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,199.0,P
S05033525,495450.0,6466060.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,65.0,TP
S04651000,444591.0,6685060.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S05022100,514370.0,6495530.0,Adour-Garonne,24,9,TABLES CALCAIRES,97,TC - Charentes Poitou,136.0,TP
S04016300,789520.85,6586216.9,Loire-Bretagne,71,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,0.0,M
S05200140,358219.0,6230550.0,Adour-Garonne,64,1,PYRENEES,96,Pyrenees Etage montagnard,259.0,M
S06078500,908720.0,6499098.0,Rhône-Méditerranée,73,5,JURA-PREALPES DU NORD,85,Collines du Bas Dauphine,231.0,P
S04615005,447326.0,6724461.0,Loire-Bretagne,49,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04118600,491508.27,6763251.02,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S06160660,1006195.0,6307077.0,Rhône-Méditerranée,06,7,PREALPES DU SUD,17,Plateaux calcaires de Provence,1119.0,TP
S06206000,994741.0,6267998.0,Rhône-Méditerranée,83,6,MEDITERRANEEN,108,Maures Esterel,9.0,G
S06000417,951435.0,6548776.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,629.0,M
S06000412,953071.0,6526849.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,865.0,TP
S06000413,953082.0,6526454.0,Rhône-Méditerranée,74,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,829.0,TP
S06212200,999338.0,6311986.0,Rhône-Méditerranée,06,7,PREALPES DU SUD,106,Prealpes Digne Haute vallee du var,1028.0,TP
S06212400,1018880.0,6315579.0,Rhône-Méditerranée,06,7,PREALPES DU SUD,106,Prealpes Digne Haute vallee du var,360.0,TP
S05201000,365160.0,6274350.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,3.0,P
S06113260,843595.0,6371330.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,109.0,P
S06108500,867794.0,6402684.0,Rhône-Méditerranée,26,7,PREALPES DU SUD,14,Prealpes dromoises Baronnies,217.0,P
S03000456,821006.0,6733021.0,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,295.0,TP
S03033660,757016.0,6709226.0,Seine-Normandie,89,10,COTES CALCAIRES EST,51,Bazois Auxois,142.0,M
S04160100,427541.8,6585570.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,G
S04112200,476219.7,6813789.0,Loire-Bretagne,72,12,ARMORICAIN,55,MA-nord est,0.0,M
S03000029,829934.0,6715298.0,Seine-Normandie,21,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,414.0,TP
S05155300,523097.0,6259700.0,Adour-Garonne,32,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,188.0,TP
